authors,first_name,last_name,title,description,rating,review_date,review,status,began_date,completed_date,tags,notes,groups,copies,created,publisher,publish_date,pages,price,isbn10,isbn13
"Barbara W. Tuchman",Barbara,Tuchman,"Barbara W. Tuchman: The Guns of August & The Proud Tower (Library of America)","Writing with a clarity, grace, and novelistic sweep rare among  historians, Barbara W. Tuchman (1912-1989) distilled the complex  interplay of personalities and events into gripping narratives that  fuse rigorous scholarship with elegant literary art. An astute  portraitist, she brilliantly laid bare the all-too-human failures of  leaders subject to the pull of historical currents and prone, often  tragically, to the ingrained biases of culture and temperament. Her  Pulitzer Prize-winning best seller The Guns of August (1962)  offers a majestic orchestration of the diplomatic and military history  of the crucial first weeks of World War I. Tuchman's observations about  the irrational escalation of conflict made a deep impression on  President John F. Kennedy and influenced his actions during the Cuban  Missile Crisis; fifty years later, The Guns of August remains an  exemplary study of events propelled headlong by their own internal  logic and momentum. Some of Tuchman's finest writing is contained in  her following book, The Proud Tower: A Portrait of the World  before the War, 1890-1914 (1966), a fascinating kaleidoscope of eight  precisely drawn essays on subjects ranging from international socialism  and anarchism to the Dreyfus Affair in France and the birth of American  imperialism that collectively set the stage for the cataclysm of 1914.  Presented in one volume for the first time and released to mark  Tuchman's centennial year and the fiftieth anniversary of the  publication of The Guns of August, here is a vivid, indelible  panorama of an epoch in transition.",,,,,,,,,,1,2018-07-29,"Library of America",2012-03-01,1264,,0159853145,9781598531459
"Jacques Ellul",Jacques,Ellul,"Technological Society, The",,,,,,,,,,,1,2018-07-29,"Vintage Books",,449,,0394703901,9780394703909
"Kevin Kelly",Kevin,Kelly,"What Technology Wants","""More thriller than primer, this is the best technology book I have ever read."" -Nicholas Negroponte, author of Being DigitalIn this provocative book, one of today's most respected thinkers turns the conversation about technology on its head by viewing technology as a natural system, an extension of biological evolution. By mapping the behavior of life, we paradoxically get a glimpse at where technology is headed-or ""what it wants."" Kevin Kelly offers a dozen trajectories in the coming decades for this near-living system. And as we align ourselves with technology's agenda, we can capture its colossal potential. This visionary and optimistic book explores how technology gives our lives greater meaning and is a must-read for anyone curious about the future.",,,,,,,,,,1,2018-07-29,"Penguin Books",2011-09-27,416,,0143120174,9780143120179
"Robert Ferguson",Robert,Ferguson,"Scandinavians: In Search of the Soul of the North","A journey of discovery though two millennia of Scandinavia’s history, culture and society, ""told with deep knowledge and an intoxicating passion"" (BBC).Scandinavia is the epitome of cool: we fill our homes with Nordic furniture; we envy their humane social welfare system and their healthy outdoor lifestyle; we glut ourselves on their crime fiction; even their strangely attractive melancholia seems to express a stoic, commonsensical acceptance of life’s vicissitudes. But how valid is this outsider’s view of Scandinavia, and how accurate our picture of life in Scandinavia today?Scandinavians follows a chronological progression across the Northern centuries: the Vendel era of Swedish prehistory; the age of the Vikings; the Christian conversions of Denmark, Norway, Sweden and Iceland; the unified Scandinavian state of the late Middle Ages; the sea-change of the Reformation; the kingdom of Denmark-Norway; King Gustav Adolphus and the age of Sweden’s greatness; the cultural golden age of Ibsen, Strindberg and Munch; the impact of the Second World War; Scandinavia’s postwar social democratic nirvana; and the terror attacks of Anders Behring Breivik.Scandinavians is also a personal investigation, with award-winning author Robert Ferguson as the ideal companion as he explores wide-ranging topics such as the power and mystique of Scandinavian women, from the Valkyries to the Vikings; from Nora and Hedda to Garbo and Bergman. This digressive technique is familiar from the writings of W. G. Sebald, and in Ferguson’s hands it is deployed with particular felicity, accessibility, and deftness, richly illuminating our understanding of modern Scandinavia, its society, politics, culture, and temperament. 50 b&w images, 2 maps",,,,,,,,,,1,2018-07-29,"The Overlook Press",2017-06-20,480,,1468314823,9781468314823
"Jared M. Diamond",Jared,Diamond,"Guns, Germs, and Steel: The Fates of Human Societies","Winner of the Pulitzer Prize.In this ""artful, informative, and delightful"" (William H. McNeill, New York Review of Books) book, Jared Diamond convincingly argues that geographical and environmental factors shaped the modern world. Societies that had had a head start in food production advanced beyond the hunter-gatherer stage, and then developed religion --as well as nasty germs and potent weapons of war --and adventured on sea and land to conquer and decimate preliterate cultures. A major advance in our understanding of human societies, Guns, Germs, and Steel chronicles the way that the modern world came to be and stunningly dismantles racially based theories of human history. Winner of the Pulitzer Prize, the Phi Beta Kappa Award in Science, the Rhone-Poulenc Prize, and the Commonwealth club of California's Gold Medal.",,,,,,,,,,1,2018-07-29,"W. W. Norton & Company",1999-04-01,496,,0393317552,9780393317558
"Gregg Caruso (Editor),Owen Flanagan (Editor)",Gregg,Caruso,Neuroexistentialism,"Existentialisms arise when the foundations of being, such as meaning, morals, and purpose come under assault. In the first-wave of existentialism, writings typified by Kierkegaard, Dostoevsky, and Nietzsche concerned the increasingly apparent inability of religion, and religious tradition, tosupport a foundation of being. Second-wave existentialism, personified philosophically by Sartre, Camus, and de Beauvoir, developed in response to similar realizations about the overly optimistic Enlightenment vision of reason and the common good. The third-wave of existentialism, a new existentialism, developed in response to advances in the neurosciences that threaten the last vestiges of an immaterial soul or self. Given the increasing explanatory and therapeutic power of neuroscience, the mind no longer stands apart from the world toserve as a foundation of meaning. This produces foundational anxiety. In Neuroexistentialism, a group of contributors that includes some of the world's leading philosophers, neuroscientists, cognitive scientists, and legal scholars, explores the anxiety caused by third-wave existentialism and possible responses to it. Together, these essays tackle ourneuroexistentialist predicament, and explore what the mind sciences can tell us about morality, love, emotion, autonomy, consciousness, selfhood, free will, moral responsibility, law, the nature of criminal punishment, meaning in life, and purpose.",,,,,,,,,,1,2018-07-29,"Oxford University Press, Incorporated",2018-03-08,376,,0190460733,9780190460730
,,,"New Testament: A Translation, The","From one of our most celebrated writers on religion comes this fresh, bold, and unsettling new translation of the New Testament David Bentley Hart undertook this new translation of the New Testament in the spirit of “etsi doctrina non daretur,” “as if doctrine is not given.” Reproducing the texts’ often fragmentary formulations without augmentation or correction, he has produced a pitilessly literal translation, one that captures the texts’ impenetrability and unfinished quality while awakening readers to an uncanniness that often lies hidden beneath doctrinal layers.   The early Christians’ sometimes raw, astonished, and halting prose challenges the idea that the New Testament affirms the kind of people we are. Hart reminds us that they were a company of extremists, radical in their rejection of the values and priorities of society not only at its most degenerate, but often at its most reasonable and decent. “To live as the New Testament language requires,” he writes, “Christians would have to become strangers and sojourners on the earth, to have here no enduring city, to belong to a Kingdom truly not of this world. And we surely cannot do that, can we?”",,,,,,,,,,1,2018-07-29,"Yale University Press",2017-10-24,616,,0300186096,9780300186093
"Woodrow Hartzog",Woodrow,Hartzog,"Privacy's Blueprint","Every day, Internet users interact with technologies designed to undermine their privacy. Social media apps, surveillance technologies, and the Internet of Things are all built in ways that make it hard to guard personal information. And the law says this is okay because it is up to users to protect themselves--even when the odds are deliberately stacked against them. In Privacy's Blueprint, Woodrow Hartzog pushes back against this state of affairs, arguing that the law should require software and hardware makers to respect privacy in the design of their products. Current legal doctrine treats technology as though it were value-neutral: only the user decides whether it functions for good or ill. But this is not so. As Hartzog explains, popular digital tools are designed to expose people and manipulate users into disclosing personal information. Against the often self-serving optimism of Silicon Valley and the inertia of tech evangelism, Hartzog contends that privacy gains will come from better rules for products, not users. The current model of regulating use fosters exploitation. Privacy's Blueprint aims to correct this by developing the theoretical underpinnings of a new kind of privacy law responsive to the way people actually perceive and use digital technologies. The law can demand encryption. It can prohibit malicious interfaces that deceive users and leave them vulnerable. It can require safeguards against abuses of biometric surveillance. It can, in short, make the technology itself worthy of our trust.",,,,,,,,,,1,2018-07-29,"Harvard University Press",2018-04-09,322,,0674976002,9780674976009
"Sarah E. Igo",Sarah,Igo,"Known Citizen: A History of Privacy in Modern America, The","Every day, Americans make decisions about their privacy: what to share and when, how much to expose and to whom. Securing the boundary between one’s private affairs and public identity has become a central task of citizenship. How did privacy come to loom so large in American life? Sarah Igo tracks this elusive social value across the twentieth century, as individuals questioned how they would, and should, be known by their own society.Privacy was not always a matter of public import. But beginning in the late nineteenth century, as corporate industry, social institutions, and the federal government swelled, increasing numbers of citizens believed their privacy to be endangered. Popular journalism and communication technologies, welfare bureaucracies and police tactics, market research and workplace testing, scientific inquiry and computer data banks, tell-all memoirs and social media all propelled privacy to the foreground of U.S. culture. Jurists and philosophers but also ordinary people weighed the perils, the possibilities, and the promise of being known. In the process, they redrew the borders of contemporary selfhood and citizenship.The Known Citizen reveals how privacy became the indispensable language for monitoring the ever-shifting line between our personal and social selves. Igo’s sweeping history, from the era of “instantaneous photography” to the age of big data, uncovers the surprising ways that debates over what should be kept out of the public eye have shaped U.S. politics and society. It offers the first wide-angle view of privacy as it has been lived and imagined by modern Americans.",,,,,,,,,,1,2018-07-29,"Harvard University Press",2018-05-07,592,,0674737504,9780674737501
"Khaled El Emam,Luk Arbuckle",Khaled,Emam,"Anonymizing Health Data: Case Studies and Methods to Get You Started","With this practical book, you will learn proven methods for anonymizing health data to help your organization share meaningful datasets, without exposing patient identity. Leading experts Khaled El Emam and Luk Arbuckle walk you through a risk-based methodology, using case studies from their efforts to de-identify hundreds of datasets.  Clinical data is valuable for research and other types of analytics, but making it anonymous without compromising data quality is tricky. This book demonstrates techniques for handling different data types, based on the authors’ experiences with a maternal-child registry, inpatient discharge abstracts, health insurance claims, electronic medical record databases, and the World Trade Center disaster registry, among others. Understand different methods for working with cross-sectional and longitudinal datasets Assess the risk of adversaries who attempt to re-identify patients in anonymized datasets Reduce the size and complexity of massive datasets without losing key information or jeopardizing privacy Use methods to anonymize unstructured free-form text data Minimize the risks inherent in geospatial data, without omitting critical location-based health information Look at ways to anonymize coding information in health data Learn the challenge of anonymously linking related datasets ",,,,,,,,,,1,2018-07-29,"O'Reilly Media",2013-12-20,212,,1449363075,9781449363079
"Ari Ezra Waldman",Ari,Waldman,"Privacy As Trust","It seems like there is no such thing as privacy anymore. But the truth is that privacy is in danger only because we think about it in narrow, limited, and outdated ways. In this transformative work, Ari Ezra Waldman, leveraging the notion that we share information with others in contexts of trust, offers a roadmap for data privacy that will better protect our information in a digitized world. With case studies involving websites, online harassment, intellectual property, and social robots, Waldman shows how 'privacy as trust' can be applied in the most challenging real-world contexts to make privacy work for all of us. This book should be read by anyone concerned with reshaping the theory and practice of privacy in the modern world.",,,,,,,,,,1,2018-07-29,"Cambridge University Press",2018-03-29,216,,1316636941,9781316636947
"Frank Pasquale",Frank,Pasquale,"Black Box Society: The Secret Algorithms That Control Money and Information, The","Every day, corporations are connecting the dots about our personal behavior—silently scrutinizing clues left behind by our work habits and Internet use. The data compiled and portraits created are incredibly detailed, to the point of being invasive. But who connects the dots about what firms are doing with this information? The Black Box Society argues that we all need to be able to do so—and to set limits on how big data affects our lives.  Hidden algorithms can make (or ruin) reputations, decide the destiny of entrepreneurs, or even devastate an entire economy. Shrouded in secrecy and complexity, decisions at major Silicon Valley and Wall Street firms were long assumed to be neutral and technical. But leaks, whistleblowers, and legal disputes have shed new light on automated judgment. Self-serving and reckless behavior is surprisingly common, and easy to hide in code protected by legal and real secrecy. Even after billions of dollars of fines have been levied, underfunded regulators may have only scratched the surface of this troubling behavior.  Frank Pasquale exposes how powerful interests abuse secrecy for profit and explains ways to rein them in. Demanding transparency is only the first step. An intelligible society would assure that key decisions of its most important firms are fair, nondiscriminatory, and open to criticism. Silicon Valley and Wall Street need to accept as much accountability as they impose on others.",,,,,,,,,,1,2018-07-29,"Harvard University Press",2015-01-05,320,,0674368274,9780674368279
"Brett Frischmann,Evan Selinger",Brett,Frischmann,"Re-Engineering Humanity","Every day, new warnings emerge about artificial intelligence rebelling against us. All the while, a more immediate dilemma flies under the radar. Have forces been unleashed that are thrusting humanity down an ill-advised path, one that's increasingly making us behave like simple machines? In this wide-reaching, interdisciplinary book, Brett Frischmann and Evan Selinger examine what's happening to our lives as society embraces big data, predictive analytics, and smart environments. They explain how the goal of designing programmable worlds goes hand in hand with engineering predictable and programmable people. Detailing new frameworks, provocative case studies, and mind-blowing thought experiments, Frischmann and Selinger reveal hidden connections between fitness trackers, electronic contracts, social media platforms, robotic companions, fake news, autonomous cars, and more. This powerful analysis should be read by anyone interested in understanding exactly how technology threatens the future of our society, and what we can do now to build something better.",,,,,,,,,,1,2018-07-29,"Cambridge University Press",2018-04-30,410,,1107147093,9781107147096
"Dan Bouk",Dan,Bouk,"How Our Days Became Numbered: Risk and the Rise of the Statistical Individual","Long before the age of ""Big Data"" or the rise of today's ""self-quantifiers,"" American capitalism embraced ""risk""--and proceeded to number our days. Life insurers led the way, developing numerical practices for measuring individuals and groups, predicting their fates, and intervening in their futures. Emanating from the gilded boardrooms of Lower Manhattan and making their way into drawing rooms and tenement apartments across the nation, these practices soon came to change the futures they purported to divine.How Our Days Became Numbered tells a story of corporate culture remaking American culture--a story of intellectuals and professionals in and around insurance companies who reimagined Americans' lives through numbers and taught ordinary Americans to do the same. Making individuals statistical did not happen easily. Legislative battles raged over the propriety of discriminating by race or of smoothing away the effects of capitalism's fluctuations on individuals. Meanwhile, debates within companies set doctors against actuaries and agents, resulting in elaborate, secretive systems of surveillance and calculation. Dan Bouk reveals how, in a little over half a century, insurers laid the groundwork for the much-quantified, risk-infused world that we live in today. To understand how the financial world shapes modern bodies, how risk assessments can perpetuate inequalities of race or sex, and how the quantification and claims of risk on each of us continue to grow, we must take seriously the history of those who view our lives as a series of probabilities to be managed.",,,,,,,,,,1,2018-07-29,"University Of Chicago Press",2015-05-18,304,,022625917X,9780226259178
"Josh Lauer",Josh,Lauer,Creditworthy,"The first consumer credit bureaus appeared in the 1870s and quickly amassed huge archives of deeply personal information. Today, the three leading credit bureaus are among the most powerful institutions in modern life--yet we know almost nothing about them. Experian, Equifax, and TransUnion are multi-billion-dollar corporations that track our movements, spending behavior, and financial status. This data is used to predict our riskiness as borrowers and to judge our trustworthiness and value in a broad array of contexts, from insurance and marketing to employment and housing. In Creditworthy, the first comprehensive history of this crucial American institution, Josh Lauer explores the evolution of credit reporting from its nineteenth-century origins to the rise of the modern consumer data industry. By revealing the sophistication of early credit reporting networks, Creditworthy highlights the leading role that commercial surveillance has played--ahead of state surveillance systems--in monitoring the economic lives of Americans. Lauer charts how credit reporting grew from an industry that relied on personal knowledge of consumers to one that employs sophisticated algorithms to determine a person's trustworthiness. Ultimately, Lauer argues that by converting individual reputations into brief written reports--and, later, credit ratings and credit scores--credit bureaus did something more profound: they invented the modern concept of financial identity. Creditworthy reminds us that creditworthiness is never just about economic ""facts."" It is fundamentally concerned with--and determines--our social standing as an honest, reliable, profit-generating person.",,,,,,,,,,1,2018-07-29,"Columbia University Press",2017-07-25,352,,023116808X,9780231168083
"Alan F. Westin",Alan,Westin,"Privacy and Freedom","""He was the most important scholar of privacy since Louis Brandeis.""Jeffrey RosenIn defining privacy as the claim of individualsto determine for themselves when, how and to what extent information about them is communicated,” Alan Westin’s 1967 classic Privacy and Freedom laid the philosophical groundwork for the current debates about technology and personal freedom, and is considered a foundational text in the field of privacy law.By arguing that citizens retained control over how their personal data was used, Westin redefined privacy as an individual freedom, taking Justice Louis Brandeis’ 19th century definition of privacy as a legal right and expanding it for use in modern times. Westin’s ideas transformed the meaning of privacy, leading to a spate of privacy laws in the 1970s, as well as prefiguring the arguments over privacy that have come to dominate the internet era.This all new edition of Privacy and Freedom features an introduction by Daniel J. Solove, John Marshall Harlan Research Professor of Law at the George Washington University Law School.",,,,,,,,,,1,2018-07-29,"Ig Publishing",2015-11-24,500,,1935439979,9781935439974
"Laurence Lampert",Laurence,Lampert,"Enduring Importance of Leo Strauss, The","The Enduring Importance of Leo Strauss takes on the crucial task of separating what is truly important in the work of Leo Strauss from the ephemeral politics associated with his school. Laurence Lampert focuses on exotericism: the use of artful rhetoric to simultaneously communicate a socially responsible message to the public at large and a more radical message of philosophic truth to a smaller, more intellectually inclined audience. Largely forgotten after the Enlightenment, exotericism, he shows, deeply informed Strauss both as a reader and as a philosophic writer—indeed, Lampert argues, Strauss learned from the finest practitioners of exoteric writing how to become one himself.Examining some of Strauss’s most important books and essays through this exoteric lens, Lampert reevaluates not only Strauss but the philosophers—from Plato to Halevi to Nietzsche—with whom Strauss most deeply engaged. Ultimately Lampert shows that Strauss’s famous distinction between ancient and modern thinkers is primarily rhetorical, one of the great examples of Strauss’s exoteric craft. Celebrating Strauss’s achievements while recognizing one main shortcoming—unlike Nietzsche, he failed to appreciate the ramifications of modern natural science for philosophy and its public presentation—Lampert illuminates Strauss as having even greater philosophic importance than we have thought before. ",,,,,,,,,,1,2018-07-29,"University Of Chicago Press",2013-08-14,360,,022603948X,9780226039480
"Michael P. Zuckert,Catherine H. Zuckert",Michael,Zuckert,"Leo Strauss and the Problem of Political Philosophy","Leo Strauss and his alleged political influence regarding the Iraq War have in recent years been the subject of significant media attention, including stories in the Wall Street Journal and New York Times. Time magazine even called him one of the most influential men in American politics.” With The Truth about Leo Strauss, Michael and Catherine Zuckert challenged the many claims and speculations about this notoriously complex thinker. Now, with Leo Strauss and the Problem of Political Philosophy, they turn their attention to a searching and more comprehensive interpretation of Strauss’s thought as a whole, using the many manifestations of the problem of political philosophy” as their touchstone.      For Strauss, political philosophy presented a problem” to which there have been a variety of solutions proposed over the course of Western history. Strauss’s work, they show, revolved around recoveringand restoringpolitical philosophy to its original Socratic form. Since positivism and historicism represented two intellectual currents that undermined the possibility of a Socratic political philosophy, the first part of the book is devoted to Strauss’s critique of these two positions. Then, the authors explore Strauss’s interpretation of the history of philosophy and both ancient and modern canonical political philosophers, including Plato, Aristotle, Machiavelli, and Locke. Strauss’s often-unconventional readings of these philosophers, they argue, pointed to solutions to the problem of political philosophy. Finally, the authors examine Strauss’s thought in the context of the twentieth century, when his chief interlocutors were Schmitt, Husserl, Heidegger, and Nietzsche.      The most penetrating and capacious treatment of the political philosophy of this complex and often misunderstood thinker, from his early years to his last works, Leo Strauss and the Problem of Political Philosophy reveals Strauss’s writings as an attempt to show that the distinctive characteristics of ancient and modern thought derive from different modes of solving the problem of political philosophy and reveal why he considered the ancient solution both philosophically and politically superior.",,,,,,,,,,1,2018-07-29,"University Of Chicago Press",2014-06-30,416,,022613573X,9780226135731
"Paul Dourish,Genevieve Bell",Paul,Dourish,"Divining a Digital Future: Mess and Mythology in Ubiquitous Computing","Ubiquitous computing (or ubicomp) is the label for a ""third                 wave"" of computing technologies. Following the eras of the mainframe computer                 and the desktop PC, ubicomp is characterized by small and powerful computing devices                 that are worn, carried, or embedded in the world around us. The ubicomp research                 agenda originated at Xerox PARC in the late 1980s; these days, some form of that                 vision is a reality for the millions of users of Internet-enabled phones, GPS                 devices, wireless networks, and ""smart"" domestic appliances. In Divining a                 Digital Future, computer scientist Paul Dourish and cultural                 anthropologist Genevieve Bell explore the vision that has driven the ubiquitous                 computing research program and the contemporary practices that have emerged--both                 the motivating mythology and the everyday messiness of lived                 experience.Reflecting the interdisciplinary nature of the                 authors' collaboration, the book takes seriously the need to understand ubicomp not                 only technically but also culturally, socially, politically, and economically.                 Dourish and Bell map the terrain of contemporary ubiquitous computing, in the                 research community and in daily life; explore dominant narratives in ubicomp around                 such topics as infrastructure, mobility, privacy, and domesticity; and suggest                 directions for future investigation, particularly with respect to methodology and                 conceptual foundations.",,,,,,,,,,1,2018-07-29,"The MIT Press",2014-01-10,264,,0262525895,9780262525893
"Cassidy R. Sugimoto,Hamid R. Ekbia,Michael Mattioli",Cassidy,Sugimoto,"Big Data Is Not a Monolith","Perspectives on the varied challenges posed by big data for health, science, law, commerce, and politics. Big data is ubiquitous but heterogeneous. Big data can be used to tally clicks and traffic on web pages, find patterns in stock trades, track consumer preferences, identify linguistic correlations in large corpuses of texts. This book examines big data not as an undifferentiated whole but contextually, investigating the varied challenges posed by big data for health, science, law, commerce, and politics. Taken together, the chapters reveal a complex set of problems, practices, and policies. The advent of big data methodologies has challenged the theory-driven approach to scientific knowledge in favor of a data-driven one. Social media platforms and self-tracking tools change the way we see ourselves and others. The collection of data by corporations and government threatens privacy while promoting transparency. Meanwhile, politicians, policy makers, and ethicists are ill-prepared to deal with big data's ramifications. The contributors look at big data's effect on individuals as it exerts social control through monitoring, mining, and manipulation; big data and society, examining both its empowering and its constraining effects; big data and science, considering issues of data governance, provenance, reuse, and trust; and big data and organizations, discussing data responsibility, ""data harm,"" and decision making. ContributorsRyan Abbott, Cristina Alaimo, Kent R. Anderson, Mark Andrejevic, Diane E. Bailey, Mike Bailey, Mark Burdon, Fred H. Cate, Jorge L. Contreras, Simon DeDeo, Hamid R. Ekbia, Allison Goodwell, Jannis Kallinikos, Inna Kouper, M. Lynne Markus, Michael Mattioli, Paul Ohm, Scott Peppet, Beth Plale, Jason Portenoy, Julie Rennecker, Katie Shilton, Dan Sholler, Cassidy R. Sugimoto, Isuru Suriarachchi, Jevin D. West",,,,,,,,,,1,2018-07-29,"MIT Press",2016-10-21,312,,0262529483,9780262529488
"Ian Brown,Christopher T. Marsden",Ian,Brown,"Regulating Code: Good Governance and Better Regulation in the Information Age (Information Revolution and Global Politics)","Internet use has become ubiquitous in the past two decades, but governments, legislators, and their regulatory agencies have struggled to keep up with the rapidly changing Internet technologies and uses. In this groundbreaking collaboration, regulatory lawyer Christopher Marsden and computer scientist Ian Brown analyze the regulatory shaping of ""code"" -- the technological environment of the Internet -- to achieve more economically efficient and socially just regulation. They examine five ""hard cases"" that illustrate the regulatory crisis: privacy and data protection; copyright and creativity incentives; censorship; social networks and user-generated content; and net neutrality. The authors describe the increasing ""multistakeholderization"" of Internet governance, in which user groups argue for representation in the closed business-government dialogue, seeking to bring in both rights-based and technologically expert perspectives. Brown and Marsden draw out lessons for better future regulation from the regulatory and interoperability failures illustrated by the five cases. They conclude that governments, users, and better functioning markets need a smarter ""prosumer law"" approach. Prosumer law would be designed to enhance the competitive production of public goods, including innovation, public safety, and fundamental democratic rights.",,,,,,,,,,1,2018-07-29,"The MIT Press",2013-03-01,288,,0262018829,9780262018821
"Sandra Braman",Sandra,Braman,"Change of State","How control over information creation, processing, flows, and use has become the most effective form of power: theoretical foundations and empirical examples of information policy in the U.S., an innovator informational state.",,,,,,,,,,1,2018-07-29,"MIT Press",2009-08-28,576,,0262513242,9780262513241
"Benjamin H. Bratton",Benjamin,Bratton,"Stack: On Software and Sovereignty (Software Studies), The","What has planetary-scale computation done to our geopolitical realities? It takes different forms at different scales -- from energy and mineral sourcing and subterranean cloud infrastructure to urban software and massive universal addressing systems; from interfaces drawn by the augmentation of the hand and eye to users identified by self -- quantification and the arrival of legions of sensors, algorithms, and robots. Together, how do these distort and deform modern political geographies and produce new territories in their own image? In  The Stack, Benjamin Bratton proposes that these different genres of computation -- smart grids, cloud platforms, mobile apps, smart cities, the Internet of Things, automation -- can be seen not as so many species evolving on their own, but as forming a coherent whole: an accidental megastructure called The Stack that is both a computational apparatus and a new governing architecture. We are inside The Stack and it is inside of us.  In an account that is both theoretical and technical, drawing on political philosophy, architectural theory, and software studies, Bratton explores six layers of The Stack:  Earth,  Cloud,  City,  Address,  Interface,  User. Each is mapped on its own terms and understood as a component within the larger whole built from hard and soft systems intermingling -- not only computational forms but also social, human, and physical forces. This model, informed by the logic of the multilayered structure of protocol ""stacks,"" in which network technologies operate within a modular and vertical order, offers a comprehensive image of our emerging infrastructure and a platform for its ongoing reinvention.   The Stack is an interdisciplinary design brief for a new geopolitics that works with and for planetary-scale computation. Interweaving the continental, urban, and perceptual scales, it shows how we can better build, dwell within, communicate with, and govern our worlds.thestack.org",,,,,,,,,,1,2018-07-29,"The MIT Press",2016-02-19,528,,026202957X,9780262029575
"James W. Cortada",James,Cortada,"Digital Hand, Vol 3: How Computers Changed the Work of American Public Sector Industries, The","In The third volume of The Digital Hand, James W. Cortada completes his sweeping survey of the effect of computers on American industry, turning finally to the public sector, and examining how computers have fundamentally changed the nature of work in government and education.  This book goes far beyond generalizations about the Information Age to the specifics of how industries have functioned, now function, and will function in the years to come. Cortada combines detailed analysis with narrative history to provide a broad overview of computings and telecommunications role in the entire public sector, including federal, state, and local governments, and in K-12 and higher education. Beginning in 1950, when commercial applications of digital technology began to appear, Cortada examines the unique ways different public sector industries adopted new technologies, showcasing the manner in which their innovative applications influenced other industries, as well as the U.S. economy as a whole. He builds on the surveys presented in the first volume of the series, which examined sixteen manufacturing, process, transportation, wholesale and retail industries, and the second volume, which examined over a dozen financial, telecommunications, media, and entertainment industries. With this third volume, The Digital Hand trilogy is complete, and forms the most comprehensive and rigorously researched history of computing in business since 1950, providing a detailed picture of what the infrastructure of the Information Age really looks like and how we got there. Managers, historians, economists, and those working in the public sector will appreciate Cortada's analysis of digital technology's many roles and future possibilities.",,,,,,,,,,1,2018-07-29,"Oxford University Press",2007-11-06,496,,0195165861,9780195165869
"James W. Cortada",James,Cortada,"Digital Hand, The","The Digital Hand, Volume 2, is a historical survey of how computers and telecommunications have been deployed in over a dozen industries in the financial, telecommunications, media and entertainment sectors over the past half century. It is past of a sweeping three-volume description of howmanagement in some forty industries embraced the computer and changed the American economy. Computers have fundamentally changed the nature of work in America. However it is difficult to grasp the full extent of these changes and their implications for the future of business. To begin the longprocess of understanding the effects of computing in American business, we need to know the history of how computers were first used, by whom and why. In this, the second volume of The Digital Hand, James W. Cortada combines detailed analysis with narrative history to provide a broad overview ofcomputing's and telecomunications' role in over a dozen industries, ranging from Old Economy sectors like finance and publishing to New Economy sectors like digital photography and video games. He also devotes considerable attention to the rapidly changing media and entertainment industries whichare now some of the most technologically advanced in the American economy. Beginning in 1950, when commercial applications of digital technology began to appear, Cortada examines the ways different industries adopted new technologies, as well as the ways their innovative applications influencedother industries and the US economy as a whole. He builds on the surveys presented in the first volume of the series, which examined sixteen manufacturing, process, transportation, wholesale and retail industries. In addition to this account, of computers' impact on industries, Cortada alsodemonstrates how industries themselves influenced the nature of digital technology. Managers, historians and others interested in the history of modern business will appreciate this historical analysis of digital technology's many roles and future possibilities in an wide array of industries. TheDigital Hand provides a detailed picture of what the infrastructure of the Information Age really looks like and how we got there.",,,,,,,,,,1,2018-07-29,"Oxford University Press, Incorporated",2005-11-03,656,,019516587X,9780195165876
"Kenneth A. Bamberger,Deirdre K. Mulligan",Kenneth,Bamberger,"Privacy on the Ground: Driving Corporate Behavior in the United States and Europe (Information Policy)","Barely a week goes by without a new privacy revelation or scandal.                 Whether by hackers or spy agencies or social networks, violations of our personal                 information have shaken entire industries, corroded relations among nations, and                 bred distrust between democratic governments and their citizens. Polls reflect this                 concern, and show majorities for more, broader, and stricter regulation -- to put                 more laws ""on the books."" But there was scant evidence of how well tighter                 regulation actually worked ""on the ground"" in changing corporate (or                 government) behavior -- until now. This intensive five-nation                 study goes inside corporations to examine how the people charged with protecting                 privacy actually do their work, and what kinds of regulation effectively shape their                 behavior. And the research yields a surprising result. The countries with more                 ambiguous regulation -- Germany and the United States -- had the strongest corporate                 privacy management practices, despite very different cultural and legal                 environments. The more rule-bound countries -- like France and Spain -- trended                 instead toward compliance processes, not embedded privacy practices. At a crucial                 time, when Big Data and the Internet of Things are snowballing, Privacy on                 the Ground helpfully searches out the best practices by corporations,                 provides guidance to policymakers, and offers important lessons for everyone                 concerned with privacy, now and in the future.",,,,,,,,,,1,2018-07-29,"The MIT Press",2015-10-09,360,,0262029987,9780262029988
